Date,Species,Latitude,Longitude,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir,StnPressure,SeaLevel,gps_cat,month
2007-06-05,CULEX RESTUANS,41.891118,-87.654491,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,5,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,6,6
2007-06-05,CULEX RESTUANS,41.867108,-87.654224,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,6,6
2007-06-05,CULEX PIPIENS,41.867108,-87.654224,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,6,6
2007-06-05,CULEX RESTUANS,41.896282,-87.655232,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,7,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.919343,-87.694259,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,8,6
2007-06-05,CULEX RESTUANS,41.919343,-87.694259,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,8,6
2007-06-05,CULEX RESTUANS,41.921965,-87.632085,3,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,9,6
2007-06-05,CULEX RESTUANS,41.688324,-87.676709,4,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,10,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.720848,-87.666014,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,12,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.731922,-87.677512,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,13,6
2007-06-05,CULEX RESTUANS,41.731922,-87.677512,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,13,6
2007-06-05,CULEX PIPIENS,41.731922,-87.677512,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,13,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,15,6
2007-06-05,CULEX RESTUANS,41.999129,-87.795585,9,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,15,6
2007-06-05,CULEX RESTUANS,41.907645,-87.760886,3,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,17,6
2007-06-05,CULEX RESTUANS,41.732984,-87.649642,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,18,6
2007-06-05,CULEX RESTUANS,41.981964,-87.812827,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,19,6
2007-06-05,CULEX RESTUANS,41.944869,-87.832763,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,20,6
2007-06-05,CULEX RESTUANS,42.011601,-87.811506,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,21,6
2007-06-05,CULEX RESTUANS,41.94983,-87.698457,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,22,6
2007-06-05,CULEX RESTUANS,41.979243,-87.750938,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,23,6
2007-06-05,CULEX RESTUANS,41.986921,-87.689778,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,24,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.801498,-87.763416,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,25,6
2007-06-05,CULEX RESTUANS,41.906638,-87.701431,3,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,26,6
2007-06-05,CULEX RESTUANS,41.723195,-87.64997,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,27,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,28,6
2007-06-05,CULEX RESTUANS,41.868077,-87.666901,7,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,28,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.869216,-87.627561,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,29,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,30,6
2007-06-05,CULEX RESTUANS,41.662014,-87.724608,4,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,30,6
2007-06-05,CULEX PIPIENS,41.662014,-87.724608,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,30,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,31,6
2007-06-05,CULEX RESTUANS,41.961743,-87.76007,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,31,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.953067,-87.776792,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,32,6
2007-06-05,CULEX RESTUANS,41.953067,-87.776792,3,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,32,6
2007-06-05,CULEX RESTUANS,41.878114,-87.629798,3,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,33,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.958271,-87.702575,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,34,6
2007-06-05,CULEX RESTUANS,41.958271,-87.702575,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,34,6
2007-06-05,CULEX RESTUANS,41.932094,-87.700117,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,35,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.994469,-87.667736,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,36,6
2007-06-05,CULEX RESTUANS,42.006858,-87.675919,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,37,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,38,6
2007-06-05,CULEX RESTUANS,41.916265,-87.800515,10,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,38,6
2007-06-05,CULEX RESTUANS,41.846075,-87.716277,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,39,6
2007-06-05,CULEX RESTUANS,41.918705,-87.752329,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,40,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,3,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,41,6
2007-06-05,CULEX RESTUANS,41.682587,-87.707973,8,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,41,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.725517,-87.614258,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,42,6
2007-06-05,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,2,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,43,6
2007-06-05,CULEX RESTUANS,41.948167,-87.730698,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,43,6
2007-06-05,CULEX RESTUANS,41.963976,-87.69181,1,0,64,47,56.0,48,51.0,9,0,417,1923,0.42,5.2,5,29.1,29.79,44,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,1,6
2007-06-26,CULEX RESTUANS,41.95469,-87.800991,4,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,1,6
2007-06-26,CULEX SALINARIUS,41.95469,-87.800991,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,1,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.994991,-87.769279,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,2,6
2007-06-26,CULEX RESTUANS,41.994991,-87.769279,4,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,2,6
2007-06-26,CULEX RESTUANS,41.974089,-87.824812,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,3,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,4,6
2007-06-26,CULEX RESTUANS,41.9216,-87.666455,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,4,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.891118,-87.654491,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,5,6
2007-06-26,CULEX RESTUANS,41.891118,-87.654491,6,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,5,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,6,6
2007-06-26,CULEX RESTUANS,41.896282,-87.655232,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,7,6
2007-06-26,CULEX RESTUANS,41.919343,-87.694259,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,8,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,10,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,10,6
2007-06-26,CULEX RESTUANS,41.688324,-87.676709,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,10,6
2007-06-26,CULEX RESTUANS,41.731922,-87.677512,5,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,13,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.891126,-87.61156,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,14,6
2007-06-26,CULEX RESTUANS,41.891126,-87.61156,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,14,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,15,6
2007-06-26,CULEX RESTUANS,41.999129,-87.795585,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,15,6
2007-06-26,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,16,6
2007-06-26,CULEX RESTUANS,42.01743,-87.687769,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,16,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,20,6
2007-06-26,CULEX RESTUANS,41.944869,-87.832763,4,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,20,6
2007-06-26,CULEX PIPIENS/RESTUANS,42.011601,-87.811506,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,21,6
2007-06-26,CULEX RESTUANS,42.011601,-87.811506,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,21,6
2007-06-26,CULEX RESTUANS,41.94983,-87.698457,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,22,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.979243,-87.750938,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,23,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,24,6
2007-06-26,CULEX RESTUANS,41.986921,-87.689778,9,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,24,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.906638,-87.701431,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,26,6
2007-06-26,CULEX RESTUANS,41.906638,-87.701431,3,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,26,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,10,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,28,6
2007-06-26,CULEX RESTUANS,41.868077,-87.666901,19,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,28,6
2007-06-26,CULEX PIPIENS,41.868077,-87.666901,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,28,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,20,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,30,6
2007-06-26,CULEX RESTUANS,41.662014,-87.724608,25,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,30,6
2007-06-26,CULEX PIPIENS,41.662014,-87.724608,6,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,30,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,31,6
2007-06-26,CULEX RESTUANS,41.961743,-87.76007,3,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,31,6
2007-06-26,CULEX RESTUANS,41.953067,-87.776792,4,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,32,6
2007-06-26,CULEX RESTUANS,41.878114,-87.629798,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,33,6
2007-06-26,CULEX RESTUANS,41.958271,-87.702575,6,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,34,6
2007-06-26,CULEX RESTUANS,41.932094,-87.700117,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,35,6
2007-06-26,CULEX RESTUANS,42.006858,-87.675919,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,37,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,3,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,38,6
2007-06-26,CULEX RESTUANS,41.916265,-87.800515,6,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,38,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,41,6
2007-06-26,CULEX RESTUANS,41.682587,-87.707973,4,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,41,6
2007-06-26,CULEX RESTUANS,41.963976,-87.69181,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,44,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.953705,-87.733974,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,45,6
2007-06-26,CULEX RESTUANS,41.964242,-87.757639,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,46,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.990284,-87.797127,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,47,6
2007-06-26,CULEX RESTUANS,41.990284,-87.797127,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,47,6
2007-06-26,CULEX RESTUANS,42.008314,-87.777921,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,48,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.991429,-87.747113,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,49,6
2007-06-26,CULEX RESTUANS,41.843811,-87.686763,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,50,6
2007-06-26,CULEX RESTUANS,41.921177,-87.79518,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,51,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.852652,-87.719887,5,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,52,6
2007-06-26,CULEX RESTUANS,41.852652,-87.719887,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,52,6
2007-06-26,CULEX RESTUANS,41.857402,-87.694991,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,53,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.868142,-87.696269,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,54,6
2007-06-26,CULEX RESTUANS,41.868142,-87.696269,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,54,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.846283,-87.656913,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,55,6
2007-06-26,CULEX RESTUANS,41.721474,-87.648064,2,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,56,6
2007-06-26,CULEX PIPIENS,41.869107,-87.696293,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,57,6
2007-06-26,CULEX PIPIENS/RESTUANS,41.719059,-87.675088,3,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,58,6
2007-06-26,CULEX RESTUANS,41.719059,-87.675088,5,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,58,6
2007-06-26,CULEX RESTUANS,41.966987,-87.674677,1,0,92,70,81.0,69,72.0,0,16,418,1931,0.16,6.1,22,29.39,30.11,59,6
2007-06-29,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,2,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,1,6
2007-06-29,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,1,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,3,6
2007-06-29,CULEX RESTUANS,41.974089,-87.824812,2,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,3,6
2007-06-29,CULEX RESTUANS,41.891118,-87.654491,2,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,5,6
2007-06-29,CULEX PIPIENS/RESTUANS,41.921965,-87.632085,3,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,9,6
2007-06-29,CULEX RESTUANS,41.688324,-87.676709,2,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,10,6
2007-06-29,CULEX PIPIENS,41.688324,-87.676709,1,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,10,6
2007-06-29,CULEX PIPIENS/RESTUANS,41.862292,-87.64886,1,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,11,6
2007-06-29,CULEX RESTUANS,41.731922,-87.677512,1,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,13,6
2007-06-29,CULEX RESTUANS,41.999129,-87.795585,3,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,15,6
2007-06-29,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,2,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,16,6
2007-06-29,CULEX RESTUANS,42.01743,-87.687769,2,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,16,6
2007-06-29,CULEX RESTUANS,41.907645,-87.760886,1,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,17,6
2007-06-29,CULEX PIPIENS/RESTUANS,42.011601,-87.811506,2,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,21,6
2007-06-29,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,2,0,70,56,63.0,55,59.0,2,0,419,1931,0.0,7.6,2,29.41,30.13,24,6
